"Diviziuni de marfuri si servicii, conform clasificatorului COICOP",Ani,Luni,value
01 Produse alimentare si bauturi nealcoolice,2011,Iunie,..
01 Produse alimentare si bauturi nealcoolice,2011,Iulie,..
01 Produse alimentare si bauturi nealcoolice,2011,August,..
01 Produse alimentare si bauturi nealcoolice,2011,Septembrie,..
01 Produse alimentare si bauturi nealcoolice,2011,Octombrie,..
01 Produse alimentare si bauturi nealcoolice,2011,Noiembrie,..
01 Produse alimentare si bauturi nealcoolice,2011,Decembrie,..
01 Produse alimentare si bauturi nealcoolice,2012,Ianuarie,..
01 Produse alimentare si bauturi nealcoolice,2012,Februarie,..
01 Produse alimentare si bauturi nealcoolice,2012,Martie,..
01 Produse alimentare si bauturi nealcoolice,2012,Aprilie,..
01 Produse alimentare si bauturi nealcoolice,2012,Mai,..
01 Produse alimentare si bauturi nealcoolice,2012,Iunie,..
01 Produse alimentare si bauturi nealcoolice,2012,Iulie,..
01 Produse alimentare si bauturi nealcoolice,2012,August,..
01 Produse alimentare si bauturi nealcoolice,2012,Septembrie,..
01 Produse alimentare si bauturi nealcoolice,2012,Octombrie,..
01 Produse alimentare si bauturi nealcoolice,2012,Noiembrie,..
01 Produse alimentare si bauturi nealcoolice,2012,Decembrie,..
01 Produse alimentare si bauturi nealcoolice,2013,Ianuarie,..
01 Produse alimentare si bauturi nealcoolice,2013,Februarie,..
01 Produse alimentare si bauturi nealcoolice,2013,Martie,..
01 Produse alimentare si bauturi nealcoolice,2013,Aprilie,..
01 Produse alimentare si bauturi nealcoolice,2013,Mai,..
01 Produse alimentare si bauturi nealcoolice,2013,Iunie,..
01 Produse alimentare si bauturi nealcoolice,2013,Iulie,..
01 Produse alimentare si bauturi nealcoolice,2013,August,..
01 Produse alimentare si bauturi nealcoolice,2013,Septembrie,..
01 Produse alimentare si bauturi nealcoolice,2013,Octombrie,..
01 Produse alimentare si bauturi nealcoolice,2013,Noiembrie,..
01 Produse alimentare si bauturi nealcoolice,2013,Decembrie,..
01 Produse alimentare si bauturi nealcoolice,2014,Ianuarie,..
01 Produse alimentare si bauturi nealcoolice,2014,Februarie,..
01 Produse alimentare si bauturi nealcoolice,2014,Martie,..
01 Produse alimentare si bauturi nealcoolice,2014,Aprilie,..
01 Produse alimentare si bauturi nealcoolice,2014,Mai,..
01 Produse alimentare si bauturi nealcoolice,2014,Iunie,..
01 Produse alimentare si bauturi nealcoolice,2014,Iulie,..
01 Produse alimentare si bauturi nealcoolice,2014,August,..
01 Produse alimentare si bauturi nealcoolice,2014,Septembrie,..
01 Produse alimentare si bauturi nealcoolice,2014,Octombrie,..
01 Produse alimentare si bauturi nealcoolice,2014,Noiembrie,..
01 Produse alimentare si bauturi nealcoolice,2014,Decembrie,..
01 Produse alimentare si bauturi nealcoolice,2015,Ianuarie,94.43
01 Produse alimentare si bauturi nealcoolice,2015,Februarie,96.49
01 Produse alimentare si bauturi nealcoolice,2015,Martie,97.73
01 Produse alimentare si bauturi nealcoolice,2015,Aprilie,99.42
01 Produse alimentare si bauturi nealcoolice,2015,Mai,100.59
01 Produse alimentare si bauturi nealcoolice,2015,Iunie,99.89
01 Produse alimentare si bauturi nealcoolice,2015,Iulie,97.23
01 Produse alimentare si bauturi nealcoolice,2015,August,97.64
01 Produse alimentare si bauturi nealcoolice,2015,Septembrie,99.83
01 Produse alimentare si bauturi nealcoolice,2015,Octombrie,103.45
01 Produse alimentare si bauturi nealcoolice,2015,Noiembrie,105.98
01 Produse alimentare si bauturi nealcoolice,2015,Decembrie,107.31
01 Produse alimentare si bauturi nealcoolice,2016,Ianuarie,108.60
01 Produse alimentare si bauturi nealcoolice,2016,Februarie,108.12
01 Produse alimentare si bauturi nealcoolice,2016,Martie,107.78
01 Produse alimentare si bauturi nealcoolice,2016,Aprilie,108.80
01 Produse alimentare si bauturi nealcoolice,2016,Mai,108.80
01 Produse alimentare si bauturi nealcoolice,2016,Iunie,107.57
01 Produse alimentare si bauturi nealcoolice,2016,Iulie,105.09
01 Produse alimentare si bauturi nealcoolice,2016,August,103.80
01 Produse alimentare si bauturi nealcoolice,2016,Septembrie,104.39
01 Produse alimentare si bauturi nealcoolice,2016,Octombrie,107.00
01 Produse alimentare si bauturi nealcoolice,2016,Noiembrie,109.28
01 Produse alimentare si bauturi nealcoolice,2016,Decembrie,110.17
01 Produse alimentare si bauturi nealcoolice,2017,Ianuarie,112.61
01 Produse alimentare si bauturi nealcoolice,2017,Februarie,113.26
01 Produse alimentare si bauturi nealcoolice,2017,Martie,113.19
01 Produse alimentare si bauturi nealcoolice,2017,Aprilie,116.42
01 Produse alimentare si bauturi nealcoolice,2017,Mai,118.84
01 Produse alimentare si bauturi nealcoolice,2017,Iunie,117.35
01 Produse alimentare si bauturi nealcoolice,2017,Iulie,114.55
01 Produse alimentare si bauturi nealcoolice,2017,August,112.56
01 Produse alimentare si bauturi nealcoolice,2017,Septembrie,114.33
01 Produse alimentare si bauturi nealcoolice,2017,Octombrie,118.56
01 Produse alimentare si bauturi nealcoolice,2017,Noiembrie,119.95
01 Produse alimentare si bauturi nealcoolice,2017,Decembrie,121.07
01 Produse alimentare si bauturi nealcoolice,2018,Ianuarie,122.23
01 Produse alimentare si bauturi nealcoolice,2018,Februarie,122.55
01 Produse alimentare si bauturi nealcoolice,2018,Martie,123.33
01 Produse alimentare si bauturi nealcoolice,2018,Aprilie,124.51
01 Produse alimentare si bauturi nealcoolice,2018,Mai,123.85
01 Produse alimentare si bauturi nealcoolice,2018,Iunie,123.33
01 Produse alimentare si bauturi nealcoolice,2018,Iulie,120.89
01 Produse alimentare si bauturi nealcoolice,2018,August,120.46
01 Produse alimentare si bauturi nealcoolice,2018,Septembrie,120.47
01 Produse alimentare si bauturi nealcoolice,2018,Octombrie,121.22
01 Produse alimentare si bauturi nealcoolice,2018,Noiembrie,122.25
01 Produse alimentare si bauturi nealcoolice,2018,Decembrie,123.65
01 Produse alimentare si bauturi nealcoolice,2019,Ianuarie,125.86
01 Produse alimentare si bauturi nealcoolice,2019,Februarie,126.92
01 Produse alimentare si bauturi nealcoolice,2019,Martie,127.99
01 Produse alimentare si bauturi nealcoolice,2019,Aprilie,130.18
01 Produse alimentare si bauturi nealcoolice,2019,Mai,134.02
01 Produse alimentare si bauturi nealcoolice,2019,Iunie,132.53
01 Produse alimentare si bauturi nealcoolice,2019,Iulie,131.58
01 Produse alimentare si bauturi nealcoolice,2019,August,130.69
01 Produse alimentare si bauturi nealcoolice,2019,Septembrie,131.99
01 Produse alimentare si bauturi nealcoolice,2019,Octombrie,134.50
01 Produse alimentare si bauturi nealcoolice,2019,Noiembrie,137.14
01 Produse alimentare si bauturi nealcoolice,2019,Decembrie,139.35
01 Produse alimentare si bauturi nealcoolice,2020,Ianuarie,140.73
01 Produse alimentare si bauturi nealcoolice,2020,Februarie,141.28
01 Produse alimentare si bauturi nealcoolice,2020,Martie,141.79
01 Produse alimentare si bauturi nealcoolice,2020,Aprilie,143.50
01 Produse alimentare si bauturi nealcoolice,2020,Mai,144.70
01 Produse alimentare si bauturi nealcoolice,2020,Iunie,144.06
01 Produse alimentare si bauturi nealcoolice,2020,Iulie,142.52
01 Produse alimentare si bauturi nealcoolice,2020,August,140.83
01 Produse alimentare si bauturi nealcoolice,2020,Septembrie,139.93
01 Produse alimentare si bauturi nealcoolice,2020,Octombrie,139.87
01 Produse alimentare si bauturi nealcoolice,2020,Noiembrie,140.88
01 Produse alimentare si bauturi nealcoolice,2020,Decembrie,141.61
01 Produse alimentare si bauturi nealcoolice,2021,Ianuarie,142.46
01 Produse alimentare si bauturi nealcoolice,2021,Februarie,143.79
01 Produse alimentare si bauturi nealcoolice,2021,Martie,146.10
01 Produse alimentare si bauturi nealcoolice,2021,Aprilie,150.90
01 Produse alimentare si bauturi nealcoolice,2021,Mai,151.97
01 Produse alimentare si bauturi nealcoolice,2021,Iunie,150.73
01 Produse alimentare si bauturi nealcoolice,2021,Iulie,148.58
01 Produse alimentare si bauturi nealcoolice,2021,August,147.74
01 Produse alimentare si bauturi nealcoolice,2021,Septembrie,151.84
01 Produse alimentare si bauturi nealcoolice,2021,Octombrie,158.19
01 Produse alimentare si bauturi nealcoolice,2021,Noiembrie,163.32
01 Produse alimentare si bauturi nealcoolice,2021,Decembrie,167.02
01 Produse alimentare si bauturi nealcoolice,2022,Ianuarie,173.32
01 Produse alimentare si bauturi nealcoolice,2022,Februarie,178.34
01 Produse alimentare si bauturi nealcoolice,2022,Martie,186.74
01 Produse alimentare si bauturi nealcoolice,2022,Aprilie,197.67
01 Produse alimentare si bauturi nealcoolice,2022,Mai,202.65
01 Produse alimentare si bauturi nealcoolice,2022,Iunie,203.73
01 Produse alimentare si bauturi nealcoolice,2022,Iulie,204.05
01 Produse alimentare si bauturi nealcoolice,2022,August,205.94
01 Produse alimentare si bauturi nealcoolice,2022,Septembrie,209.62
01 Produse alimentare si bauturi nealcoolice,2022,Octombrie,216.87
01 Produse alimentare si bauturi nealcoolice,2022,Noiembrie,218.62
01 Produse alimentare si bauturi nealcoolice,2022,Decembrie,221.24
01 Produse alimentare si bauturi nealcoolice,2023,Ianuarie,223.75
01 Produse alimentare si bauturi nealcoolice,2023,Februarie,226.23
01 Produse alimentare si bauturi nealcoolice,2023,Martie,228.63
01 Produse alimentare si bauturi nealcoolice,2023,Aprilie,230.22
01 Produse alimentare si bauturi nealcoolice,2023,Mai,230.94
01 Produse alimentare si bauturi nealcoolice,2023,Iunie,230.32
01 Produse alimentare si bauturi nealcoolice,2023,Iulie,227.32
01 Produse alimentare si bauturi nealcoolice,2023,August,225.46
01 Produse alimentare si bauturi nealcoolice,2023,Septembrie,226.45
01 Produse alimentare si bauturi nealcoolice,2023,Octombrie,228.49
01 Produse alimentare si bauturi nealcoolice,2023,Noiembrie,229.12
01 Produse alimentare si bauturi nealcoolice,2023,Decembrie,231.13
01 Produse alimentare si bauturi nealcoolice,2024,Ianuarie,232.95
01 Produse alimentare si bauturi nealcoolice,2024,Februarie,233.79
01 Produse alimentare si bauturi nealcoolice,2024,Martie,235.01
01 Produse alimentare si bauturi nealcoolice,2024,Aprilie,238.94
01 Produse alimentare si bauturi nealcoolice,2024,Mai,240.78
01 Produse alimentare si bauturi nealcoolice,2024,Iunie,239.23
01 Produse alimentare si bauturi nealcoolice,2024,Iulie,237.14
01 Produse alimentare si bauturi nealcoolice,2024,August,239.48
01 Produse alimentare si bauturi nealcoolice,2024,Septembrie,243.15
01 Produse alimentare si bauturi nealcoolice,2024,Octombrie,245.49
01 Produse alimentare si bauturi nealcoolice,2024,Noiembrie,246.75
01 Produse alimentare si bauturi nealcoolice,2024,Decembrie,248.20
01 Produse alimentare si bauturi nealcoolice,2025,Ianuarie,250.82
01 Produse alimentare si bauturi nealcoolice,2025,Februarie,252.94
01 Produse alimentare si bauturi nealcoolice,2025,Martie,257.00
01 Produse alimentare si bauturi nealcoolice,2025,Aprilie,262.32
01 Produse alimentare si bauturi nealcoolice,2025,Mai,265.07
01 Produse alimentare si bauturi nealcoolice,2025,Iunie,264.11
01 Produse alimentare si bauturi nealcoolice,2025,Iulie,262.45
01 Produse alimentare si bauturi nealcoolice,2025,August,260.40
01 Produse alimentare si bauturi nealcoolice,2025,Septembrie,259.90
01 Produse alimentare si bauturi nealcoolice,2025,Octombrie,262.73
01 Produse alimentare si bauturi nealcoolice,2025,Noiembrie,262.69
01 Produse alimentare si bauturi nealcoolice,2025,Decembrie,262.49
01 Produse alimentare si bauturi nealcoolice,2026,Ianuarie,266.95
01 Produse alimentare si bauturi nealcoolice,2026,Februarie,270.90
01 Produse alimentare si bauturi nealcoolice,2026,Martie,273.56
01 Produse alimentare si bauturi nealcoolice,2026,Aprilie,279.27
01 Produse alimentare si bauturi nealcoolice,2026,Mai,280.42
01 Produse alimentare si bauturi nealcoolice,2026,Iunie,..
01 Produse alimentare si bauturi nealcoolice,2026,Iulie,..
01 Produse alimentare si bauturi nealcoolice,2026,August,..
01 Produse alimentare si bauturi nealcoolice,2026,Septembrie,..
01 Produse alimentare si bauturi nealcoolice,2026,Octombrie,..
01 Produse alimentare si bauturi nealcoolice,2026,Noiembrie,..
01 Produse alimentare si bauturi nealcoolice,2026,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1994,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1994,August,..
"02 Bauturi alcoolice, tutun si droguri",1994,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1994,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1995,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1995,August,..
"02 Bauturi alcoolice, tutun si droguri",1995,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1995,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1996,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1996,August,..
"02 Bauturi alcoolice, tutun si droguri",1996,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1996,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1997,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1997,August,..
"02 Bauturi alcoolice, tutun si droguri",1997,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1997,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1998,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1998,August,..
"02 Bauturi alcoolice, tutun si droguri",1998,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1998,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Martie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Mai,..
"02 Bauturi alcoolice, tutun si droguri",1999,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",1999,August,..
"02 Bauturi alcoolice, tutun si droguri",1999,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",1999,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2000,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2000,August,..
"02 Bauturi alcoolice, tutun si droguri",2000,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2000,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2001,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2001,August,..
"02 Bauturi alcoolice, tutun si droguri",2001,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2001,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2002,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2002,August,..
"02 Bauturi alcoolice, tutun si droguri",2002,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2002,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2003,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2003,August,..
"02 Bauturi alcoolice, tutun si droguri",2003,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2003,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2004,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2004,August,..
"02 Bauturi alcoolice, tutun si droguri",2004,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2004,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Mai,..
"02 Bauturi alcoolice, tutun si droguri",2005,Iunie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Iulie,..
"02 Bauturi alcoolice, tutun si droguri",2005,August,..
"02 Bauturi alcoolice, tutun si droguri",2005,Septembrie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Octombrie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Noiembrie,..
"02 Bauturi alcoolice, tutun si droguri",2005,Decembrie,..
"02 Bauturi alcoolice, tutun si droguri",2006,Ianuarie,..
"02 Bauturi alcoolice, tutun si droguri",2006,Februarie,..
"02 Bauturi alcoolice, tutun si droguri",2006,Martie,..
"02 Bauturi alcoolice, tutun si droguri",2006,Aprilie,..
"02 Bauturi alcoolice, tutun si droguri",2006,Mai,..
